document;left context;formula;;;unique;count
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Почему? 	 Так мне кажется. 	 О чем ты думаешь? 	 О нашем доме. ;видишь;;;что поделаешь;3
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Что с ними, да? (Ведерников молча кивнул головой.) И я тоже. (Тихонько.) ;3наешь;;;вот тебе на;3
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Если бы ты знала, как мне нужен сейчас Михей! Ах, черт, я слишком много всего наобещал! И вот мне тридцать, молодость прошла. (Пауза.) ;нет;;;изволь;3
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;(Бежит к калитке.) 	 В каком часу он приезжает? 	 В семь утра. А что? 	 ;кстати;;;наверно;3
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Сколько мы не виделись? 	 Почти пять лет. Помнишь, ты приезжал с Олегом из Нарьян-Мара и мы встретили новый, сорок первый год? 	 ;да;;;почему бы и нет;3
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Дома? (Не понял сразу, о чем речь.) Я прямо с вокзала. 	 Люся ведь теперь живет у твоей матери. 	 ;да;;;к чертям;3
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Как они? 	 Тесновато живут, но, кажется, дружно. (Осторожно.) Дело в том, ;видишь ли;;;а что такое;3
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Погоди, дай вспомнить. Странно – больше пяти лет прошло. 	 Время торопливее людей, Шура. (Долгое молчание.) ;скажи;;;действительно;3
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Приписал свой успех другому. Зачем? (Пауза.) Пожалел мать Павлика? 	 ;да;;;в чем дело;3
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;не это было главным. (Горячо.) ;видишь ли;;;видишь;3
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Порывшись в карманах, Люся достает очки, надевает их, подходит к Ведерникову и острожно дотрагивается до него рукой. 	 Вот. Ты оборонил фуражку. Я шла сзади и подобрала. 	 ;спасибо;;;нет-с;3
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;(Пауза.) Верно, ты очень промок под дождем. Уже давно утро, а ты все ходишь и ходишь. 	 ;ничего;;;без проблем;3
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Ты не виноват, Шура. 	 ;вероятно;;;так точно;3
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Шура. 	 Вероятно. 	 ;ты смеешься;;;как так;3
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Здравствуйте. 	 А Шура? 	 Вон он пошел. 	 Она умерла? 	 ;да;;;и верно;3
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Он просто ходит по улице и о чем-то думает все время. Он уже давно так ходит. Часа четыре. (Поясняя.) ;верно;;;что это значит;3
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;А вы сильно изменились, я бы вас не узнала. (Не сразу.) Видите, как все вышло. 	 ;да;;;слышишь;3
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Настрадались вы. Ольга (помолчав.) Вам, вероятно, тоже трудно жилось? 	 ;как сказать;;;здорово;3
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Но ясно, это все пустяки, если сравнить с вами. 	 Что вспоминать! Прошлой жизни конец, Люся. Новая начинается. 	 ;да;;;как же так;2
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;(Смеется.) Ну вот, теперь я могу умереть – сбылось все, о чем я мечтала. 	 Тетя, милая. Тетя Тася. ;да-да;;;именно;2
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Война кончилась, и самое трудное теперь позади. 	 Вы думаете? (Целует тетю Тасю.) Тетя Тася. ;конечно;;;да отчего же;2
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Счастливый день! (Уходит.) Лаврухин (не сразу.) Здесь была Люся? 	 ;да;;;проси;2
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Ну, нашлась она все-таки, твоя Ольга. (Улыбаясь.) Счастливец! В сад быстро входит Галина. 	 ;доброе утро;;;в жопу;2
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Оставляю вас вдвоем. Мне почему-то кажется, что это вас не огорчит. Кстати. (Уходит в дом.) 	 ;ну тебя;;;вон;2
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Я должка сказать вам два очень серьезных слова. 	 Слушаю, Галина Сергеевна. 	 Я хотела сказать их еще утром, но не решилась. ;так вот;;;ух ты;2
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Словом, мне следует вернуться в Борск. ;нет;;;который час;2
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;А это немало. Словом, я решилась вернуться к вам. Навсегда, понимаете? 	 ;да;;;не может быть;2
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Видимо, полгода. 	 Вы хоть учитесь-то на «отлично», чтобы мне не было стыдно за вас в Борске. А я постараюсь, чтобы и для меня эти полгода не прошли даром. 	 И все же грустно немножко. 	 ;что поделаешь;;;проехали;2
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Нет, но еще вчера ночью вот на этой скамейке мы говорили с Мишей о вас и… 	 И не верили, что я жива? А я – вот она! ;нет-нет;;;сам знаешь;2
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Помогите мне, я не знаю, что делать. 	 Уезжайте. Сегодня же. Немедленно! 	 ;нет;;;о чем и речь;2
Puzhaeva_Piskunova_Arbuzov_Gody_stranstviy;Ведь Люся… В ее маленьком сердечке столько доброты, тепла, милого лукавства. Она – это чудесный секрет для Шурки, секрет, которого он вряд ли стоит. 	 Спасибо вам. 	 ;за что;;;и все;2
